         3368320 function calls (3357377 primitive calls) in 86.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 geo.py:371(InvertedHammerTransform)
        1    0.000    0.000    0.000    0.000 geo.py:406(MollweideAxes)
        1    0.000    0.000    0.000    0.000 geo.py:409(MollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:470(InvertedMollweideTransform)
        1    0.000    0.000    0.000    0.000 geo.py:506(LambertAxes)
        1    0.000    0.000    0.000    0.000 geo.py:509(LambertTransform)
        1    0.000    0.000    0.000    0.000 geo.py:564(InvertedLambertTransform)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:24(finfo)
        2    0.000    0.000    0.000    0.000 getlimits.py:244(__init__)
        2    0.000    0.000    0.000    0.000 getlimits.py:269(max)
        1    0.000    0.000    0.000    0.000 getlimits.py:3(<module>)
        1    0.000    0.000    0.001    0.001 glob.py:1(<module>)
        4    0.000    0.000    0.000    0.000 gridspec.py:123(<listcomp>)
        4    0.000    0.000    0.000    0.000 gridspec.py:124(<listcomp>)
        4    0.000    0.000    0.000    0.000 gridspec.py:125(<listcomp>)
        4    0.000    0.000    0.000    0.000 gridspec.py:126(<listcomp>)
        4    0.000    0.000    0.000    0.000 gridspec.py:131(__getitem__)
        1    0.000    0.000    0.000    0.000 gridspec.py:15(<module>)
        1    0.000    0.000    0.000    0.000 gridspec.py:183(GridSpec)
        4    0.000    0.000    0.000    0.000 gridspec.py:190(__init__)
        4    0.000    0.000    0.001    0.000 gridspec.py:252(get_subplot_params)
        4    0.000    0.000    0.000    0.000 gridspec.py:266(<listcomp>)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 gridspec.py:314(GridSpecFromSubplotSpec)
        4    0.000    0.000    0.000    0.000 gridspec.py:33(__init__)
        1    0.000    0.000    0.000    0.000 gridspec.py:378(SubplotSpec)
        4    0.000    0.000    0.000    0.000 gridspec.py:383(__init__)
        4    0.000    0.000    0.000    0.000 gridspec.py:399(get_gridspec)
        4    0.000    0.000    0.003    0.001 gridspec.py:412(get_position)
       16    0.000    0.000    0.000    0.000 gridspec.py:46(get_geometry)
        4    0.000    0.000    0.000    0.000 gridspec.py:53(new_subplotspec)
        4    0.000    0.000    0.000    0.000 gridspec.py:62(set_width_ratios)
        4    0.000    0.000    0.000    0.000 gridspec.py:68(set_height_ratios)
        4    0.000    0.000    0.002    0.001 gridspec.py:75(get_grid_positions)
        1    0.000    0.000    0.000    0.000 gzip.py:124(GzipFile)
        1    0.000    0.000    0.001    0.001 gzip.py:4(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:68(_PaddedFile)
        1    0.000    0.000    0.025    0.025 hashlib.py:53(<module>)
        6    0.000    0.000    0.000    0.000 hashlib.py:98(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 header.py:179(Header)
        1    0.000    0.000    0.000    0.000 header.py:416(_ValueFormatter)
        1    0.000    0.000    0.005    0.005 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 header.py:544(_Accumulator)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.014    0.014 hermite.py:59(<module>)
        1    0.000    0.000    0.014    0.014 hermite_e.py:59(<module>)
        1    0.000    0.000    0.000    0.000 image.py:1046(BboxImage)
        1    0.000    0.000    0.000    0.000 image.py:34(_AxesImageBase)
        1    0.000    0.000    0.001    0.001 image.py:5(<module>)
        1    0.000    0.000    0.000    0.000 image.py:527(AxesImage)
        1    0.000    0.000    0.000    0.000 image.py:59(<listcomp>)
        1    0.000    0.000    0.000    0.000 image.py:679(NonUniformImage)
        1    0.000    0.000    0.000    0.000 image.py:804(PcolorImage)
        1    0.000    0.000    0.000    0.000 image.py:931(FigureImage)
        1    0.000    0.000    0.000    0.000 imp.py:112(NullImporter)
        1    0.000    0.000    0.000    0.000 imp.py:131(_HackedGetData)
        1    0.000    0.000    0.000    0.000 imp.py:159(_LoadSourceCompatibility)
        1    0.000    0.000    0.000    0.000 imp.py:179(_LoadCompiledCompatibility)
        1    0.000    0.000    0.009    0.009 imp.py:7(<module>)
        1    0.000    0.000    0.012    0.012 index_tricks.py:1(<module>)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:213(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:231(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:340(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:434(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:439(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:456(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:461(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:510(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:584(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:627(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:85(nd_grid)
        1    0.000    0.000    0.000    0.000 info.py:147(<module>)
        1    0.000    0.000    0.000    0.000 info.py:176(<module>)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 info.py:83(<module>)
        1    0.000    0.000    0.000    0.000 info.py:84(<module>)
     1230    0.002    0.000    0.003    0.000 inspect.py:163(isfunction)
      520    0.009    0.000    0.093    0.000 inspect.py:1863(_signature_internal)
        1    0.000    0.000    0.000    0.000 inspect.py:2022(_void)
        1    0.000    0.000    0.000    0.000 inspect.py:2026(_empty)
        1    0.000    0.000    0.000    0.000 inspect.py:2030(_ParameterKind)
        5    0.000    0.000    0.000    0.000 inspect.py:2031(__new__)
        1    0.000    0.000    0.000    0.000 inspect.py:2050(Parameter)
     1207    0.007    0.000    0.008    0.000 inspect.py:2082(__init__)
     2414    0.002    0.000    0.002    0.000 inspect.py:2110(name)
     1406    0.001    0.000    0.001    0.000 inspect.py:2114(default)
     1207    0.001    0.000    0.001    0.000 inspect.py:2118(annotation)
     1207    0.001    0.000    0.001    0.000 inspect.py:2122(kind)
        1    0.000    0.000    0.000    0.000 inspect.py:2193(BoundArguments)
        1    0.000    0.000    0.000    0.000 inspect.py:2286(Signature)
      520    0.005    0.000    0.049    0.000 inspect.py:2316(__init__)
     1727    0.003    0.000    0.004    0.000 inspect.py:2365(<genexpr>)
      520    0.021    0.000    0.081    0.000 inspect.py:2371(from_function)
      520    0.000    0.000    0.000    0.000 inspect.py:2456(parameters)
      520    0.000    0.000    0.000    0.000 inspect.py:2460(return_annotation)
        1    0.000    0.000    0.027    0.027 inspect.py:27(<module>)
      143    0.000    0.000    0.001    0.000 inspect.py:601(getmodule)
      143    0.000    0.000    0.000    0.000 inspect.py:68(ismodule)
        1    0.000    0.000    0.000    0.000 inspect.py:759(EndOfBlock)
        1    0.000    0.000    0.000    0.000 inspect.py:761(BlockFinder)
      520    0.005    0.000    0.135    0.000 inspect.py:913(getargspec)
      520    0.018    0.000    0.128    0.000 inspect.py:937(getfullargspec)
        1    0.000    0.000    0.000    0.000 interpolate.py:2(<module>)
        1    0.000    0.000    0.000    0.000 interpolate.py:40(LinearInterpolator)
        1    0.000    0.000    0.000    0.000 interpolate.py:95(NNInterpolator)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.014    0.014 laguerre.py:59(<module>)
        1    0.000    0.000    0.008    0.008 legend.py:13(<module>)
        1    0.000    0.000    0.000    0.000 legend.py:37(DraggableLegend)
        1    0.000    0.000    0.001    0.001 legend.py:90(Legend)
        1    0.000    0.000    0.000    0.000 legend_handler.py:119(HandlerNpoints)
        7    0.000    0.000    0.000    0.000 legend_handler.py:120(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:149(HandlerNpointsYoffsets)
        4    0.000    0.000    0.000    0.000 legend_handler.py:150(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:163(HandlerLine2D)
        3    0.000    0.000    0.000    0.000 legend_handler.py:167(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:200(HandlerPatch)
        2    0.000    0.000    0.000    0.000 legend_handler.py:204(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:231(HandlerLineCollection)
        1    0.000    0.000    0.001    0.001 legend_handler.py:25(<module>)
        1    0.000    0.000    0.000    0.000 legend_handler.py:264(HandlerRegularPolyCollection)
        3    0.000    0.000    0.000    0.000 legend_handler.py:268(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:336(HandlerPathCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:349(HandlerCircleCollection)
        1    0.000    0.000    0.000    0.000 legend_handler.py:361(HandlerErrorbar)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:38(HandlerBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:473(HandlerStem)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:537(HandlerTuple)
       10    0.000    0.000    0.000    0.000 legend_handler.py:54(__init__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:541(__init__)
        1    0.000    0.000    0.014    0.014 legendre.py:83(<module>)
        1    0.000    0.000    0.006    0.006 linalg.py:10(<module>)
      207    0.001    0.000    0.001    0.000 linalg.py:101(get_linalg_error_extobj)
      207    0.001    0.000    0.004    0.000 linalg.py:106(_makearray)
      414    0.001    0.000    0.001    0.000 linalg.py:111(isComplexType)
      207    0.000    0.000    0.001    0.000 linalg.py:124(_realType)
      207    0.002    0.000    0.004    0.000 linalg.py:139(_commonType)
      207    0.001    0.000    0.001    0.000 linalg.py:198(_assertRankAtLeast2)
      207    0.002    0.000    0.003    0.000 linalg.py:209(_assertNdSquareness)
        1    0.000    0.000    0.000    0.000 linalg.py:43(LinAlgError)
      207    0.015    0.000    0.031    0.000 linalg.py:455(inv)
        1    0.000    0.000    0.000    0.000 linalg.py:76(_determine_error_states)
        1    0.000    0.000    0.000    0.000 linecache.py:6(<module>)
      488    0.003    0.000    0.011    0.000 lines.py:1026(_get_rgba_face)
      376    0.004    0.000    0.009    0.000 lines.py:1034(_get_rgba_ln_color)
        2    0.000    0.000    0.000    0.000 lines.py:1055(set_lw)
      843    0.003    0.000    0.003    0.000 lines.py:1115(set_dash_joinstyle)
      843    0.002    0.000    0.003    0.000 lines.py:1126(set_solid_joinstyle)
      843    0.004    0.000    0.004    0.000 lines.py:1149(set_dash_capstyle)
      843    0.002    0.000    0.002    0.000 lines.py:1162(set_solid_capstyle)
      376    0.001    0.000    0.001    0.000 lines.py:1187(is_dashed)
        1    0.000    0.000    0.000    0.000 lines.py:1192(VertexSelector)
      843    0.061    0.000    0.955    0.001 lines.py:134(__init__)
      244    0.001    0.000    0.001    0.000 lines.py:325(get_fillstyle)
      843    0.002    0.000    0.225    0.000 lines.py:331(set_fillstyle)
      843    0.001    0.000    0.001    0.000 lines.py:340(set_markevery)
      244    0.000    0.000    0.000    0.000 lines.py:361(get_markevery)
       10    0.000    0.000    0.001    0.000 lines.py:388(set_axes)
      843    0.005    0.000    0.009    0.000 lines.py:398(set_data)
        1    0.000    0.000    0.024    0.024 lines.py:4(<module>)
      651    0.052    0.000    0.178    0.000 lines.py:415(recache)
      372    0.003    0.000    0.029    0.000 lines.py:468(_transform_path)
      378    0.001    0.000    0.030    0.000 lines.py:481(_get_transformed_path)
      843    0.003    0.000    0.009    0.000 lines.py:490(set_transform)
      376    0.048    0.000    0.550    0.001 lines.py:506(draw)
      244    0.002    0.000    0.003    0.000 lines.py:666(get_markeredgecolor)
      488    0.003    0.000    0.005    0.000 lines.py:681(_get_markerfacecolor)
      285    0.002    0.000    0.076    0.000 lines.py:738(get_path)
        1    0.000    0.000    0.000    0.000 lines.py:74(Line2D)
      843    0.001    0.000    0.001    0.000 lines.py:755(set_antialiased)
      845    0.001    0.000    0.001    0.000 lines.py:763(set_color)
      843    0.001    0.000    0.001    0.000 lines.py:771(set_drawstyle)
      849    0.001    0.000    0.001    0.000 lines.py:784(set_linewidth)
      843    0.007    0.000    0.012    0.000 lines.py:792(set_linestyle)
      843    0.002    0.000    0.252    0.000 lines.py:841(set_marker)
      843    0.001    0.000    0.001    0.000 lines.py:856(set_markeredgecolor)
      843    0.002    0.000    0.003    0.000 lines.py:866(set_markeredgewidth)
      843    0.002    0.000    0.002    0.000 lines.py:876(set_markerfacecolor)
      843    0.001    0.000    0.001    0.000 lines.py:887(set_markerfacecoloralt)
      843    0.001    0.000    0.001    0.000 lines.py:898(set_markersize)
     1328    0.003    0.000    0.003    0.000 lines.py:906(set_xdata)
     1349    0.002    0.000    0.002    0.000 lines.py:915(set_ydata)
      132    0.000    0.000    0.073    0.001 lines.py:938(_draw_lines)
       10    0.000    0.000    0.019    0.002 lines.py:977(_draw_solid)
      122    0.001    0.000    0.054    0.000 lines.py:992(_draw_dotted)
      165    0.003    0.000    0.096    0.001 lines.py:996(update_from)
        1    0.000    0.000    0.001    0.001 loader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 loader.py:51(TestLoader)
        1    0.000    0.000    0.000    0.000 machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.008    0.008 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 main.py:48(TestProgram)
     1008    0.006    0.000    0.363    0.000 markers.py:141(__init__)
     3702    0.071    0.000    0.770    0.000 markers.py:175(_recache)
      376    0.003    0.000    0.003    0.000 markers.py:186(__bool__)
      244    0.000    0.000    0.000    0.000 markers.py:189(is_filled)
      409    0.000    0.000    0.000    0.000 markers.py:192(get_fillstyle)
     1851    0.007    0.000    0.380    0.000 markers.py:195(set_fillstyle)
      244    0.000    0.000    0.000    0.000 markers.py:209(get_joinstyle)
      244    0.000    0.000    0.000    0.000 markers.py:212(get_capstyle)
      653    0.001    0.000    0.001    0.000 markers.py:215(get_marker)
     1851    0.024    0.000    0.449    0.000 markers.py:218(set_marker)
      244    0.000    0.000    0.000    0.000 markers.py:241(get_path)
      244    0.001    0.000    0.015    0.000 markers.py:244(get_transform)
      244    0.000    0.000    0.000    0.000 markers.py:247(get_alt_path)
      244    0.000    0.000    0.000    0.000 markers.py:253(get_snap_threshold)
     2366    0.002    0.000    0.002    0.000 markers.py:256(_set_nothing)
      336    0.005    0.000    0.062    0.000 markers.py:668(_set_tickleft)
      336    0.005    0.000    0.065    0.000 markers.py:674(_set_tickright)
      332    0.005    0.000    0.064    0.000 markers.py:682(_set_tickup)
      332    0.005    0.000    0.060    0.000 markers.py:688(_set_tickdown)
        1    0.000    0.000    0.003    0.003 markers.py:76(<module>)
        1    0.000    0.000    0.002    0.002 markers.py:90(MarkerStyle)
        1    0.000    0.000    0.000    0.000 mathtext.py:1010(StixSansFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:1017(StandardPsFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:104(MathtextBackend)
        1    0.000    0.000    0.000    0.000 mathtext.py:1208(MathTextWarning)
        1    0.000    0.000    0.000    0.000 mathtext.py:1211(Node)
        1    0.000    0.000    0.000    0.000 mathtext.py:1244(Box)
        1    0.000    0.000    0.000    0.000 mathtext.py:1270(Vbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1277(Hbox)
        1    0.000    0.000    0.000    0.000 mathtext.py:1284(Char)
        1    0.000    0.000    0.000    0.000 mathtext.py:1362(Accent)
        1    0.000    0.000    0.000    0.000 mathtext.py:1391(List)
        1    0.000    0.000    0.000    0.000 mathtext.py:1452(Hlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:1563(Vlist)
        1    0.000    0.000    0.000    0.000 mathtext.py:158(MathtextBackendAgg)
        1    0.000    0.000    0.000    0.000 mathtext.py:1637(Rule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1654(Hrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1665(Vrule)
        1    0.000    0.000    0.000    0.000 mathtext.py:1674(Glue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1707(GlueSpec)
        8    0.000    0.000    0.000    0.000 mathtext.py:1711(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:1743(Fil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1747(Fill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1751(Filll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1755(NegFil)
        1    0.000    0.000    0.000    0.000 mathtext.py:1759(NegFill)
        1    0.000    0.000    0.000    0.000 mathtext.py:1763(NegFilll)
        1    0.000    0.000    0.000    0.000 mathtext.py:1767(SsGlue)
        1    0.000    0.000    0.000    0.000 mathtext.py:1771(HCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1780(VCentered)
        1    0.000    0.000    0.000    0.000 mathtext.py:1788(Kern)
        1    0.000    0.000    0.000    0.000 mathtext.py:1817(SubSuperCluster)
        1    0.000    0.000    0.000    0.000 mathtext.py:1831(AutoHeightChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1860(AutoWidthChar)
        1    0.000    0.000    0.000    0.000 mathtext.py:1886(Ship)
        1    0.000    0.000    0.006    0.006 mathtext.py:19(<module>)
        1    0.000    0.000    0.000    0.000 mathtext.py:2050(Parser)
        1    0.000    0.000    0.000    0.000 mathtext.py:232(MathtextBackendBitmap)
        1    0.000    0.000    0.000    0.000 mathtext.py:2355(State)
        1    0.000    0.000    0.000    0.000 mathtext.py:238(MathtextBackendPs)
        1    0.000    0.000    0.000    0.000 mathtext.py:278(MathtextBackendPdf)
        1    0.000    0.000    0.000    0.000 mathtext.py:2942(MathTextParser)
        3    0.000    0.000    0.000    0.000 mathtext.py:2963(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:306(MathtextBackendSvg)
        1    0.000    0.000    0.000    0.000 mathtext.py:335(MathtextBackendPath)
        1    0.000    0.000    0.000    0.000 mathtext.py:363(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 mathtext.py:391(Fonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:45(<listcomp>)
        1    0.000    0.000    0.000    0.000 mathtext.py:547(TruetypeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:552(CachedFont)
        1    0.000    0.000    0.000    0.000 mathtext.py:665(BakomaFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:784(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:894(StixFonts)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.001    0.001 message.py:105(Message)
        1    0.000    0.000    0.000    0.000 message.py:1130(EmailMessage)
        1    0.000    0.000    0.057    0.057 message.py:5(<module>)
        1    0.000    0.000    0.000    0.000 message.py:933(MIMEPart)
        1    0.000    0.000    0.001    0.001 mlab.py:1184(FIFOBuffer)
        1    0.000    0.000    0.017    0.017 mlab.py:142(<module>)
        1    0.000    0.000    0.000    0.000 mlab.py:2182(FormatObj)
        1    0.000    0.000    0.000    0.000 mlab.py:2199(FormatString)
        1    0.000    0.000    0.000    0.000 mlab.py:2210(FormatFormatStr)
        2    0.000    0.000    0.000    0.000 mlab.py:2211(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2221(FormatFloat)
        2    0.000    0.000    0.000    0.000 mlab.py:2222(__init__)
        1    0.000    0.000    0.000    0.000 mlab.py:2239(FormatInt)
        1    0.000    0.000    0.000    0.000 mlab.py:2250(FormatBool)
        1    0.000    0.000    0.000    0.000 mlab.py:2259(FormatPercent)
        1    0.000    0.000    0.000    0.000 mlab.py:2263(FormatThousands)
        1    0.000    0.000    0.000    0.000 mlab.py:2268(FormatMillions)
        1    0.000    0.000    0.000    0.000 mlab.py:2273(FormatDate)
        1    0.000    0.000    0.000    0.000 mlab.py:2289(FormatDatetime)
        1    0.000    0.000    0.000    0.000 mlab.py:814(PCA)
        1    0.000    0.000    0.000    0.000 nanfunctions.py:16(<module>)
       19    0.000    0.000    0.001    0.000 nosetester.py:140(__init__)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 nosetester.py:88(NoseTester)
        1    0.000    0.000    0.005    0.005 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:90(BagObj)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:152(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:272(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:299(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.002    0.002 numbers.py:6(<module>)
        1    0.001    0.001    0.016    0.016 numeric.py:1(<module>)
      123    0.001    0.000    0.004    0.000 numeric.py:136(ones)
        2    0.000    0.000    0.000    0.000 numeric.py:1617(set_string_function)
     1650    0.023    0.000    0.105    0.000 numeric.py:2025(identity)
        2    0.000    0.000    0.000    0.000 numeric.py:2320(seterr)
        2    0.000    0.000    0.000    0.000 numeric.py:2416(geterr)
        1    0.000    0.000    0.000    0.000 numeric.py:2635(_unspecified)
        1    0.000    0.000    0.000    0.000 numeric.py:2639(errstate)
        1    0.000    0.000    0.000    0.000 numeric.py:2701(__init__)
        1    0.000    0.000    0.000    0.000 numeric.py:2705(__enter__)
        1    0.000    0.000    0.000    0.000 numeric.py:2710(__exit__)
        1    0.000    0.000    0.000    0.000 numeric.py:2716(_setdef)
        3    0.000    0.000    0.001    0.000 numeric.py:346(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:353(<listcomp>)
     9383    0.034    0.000    0.126    0.000 numeric.py:392(asarray)
      349    0.001    0.000    0.004    0.000 numeric.py:462(asanyarray)
        1    0.000    0.000    0.000    0.000 numeric.py:49(ComplexWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:116(<listcomp>)
       72    0.000    0.000    0.000    0.000 numerictypes.py:130(english_lower)
       40    0.000    0.000    0.000    0.000 numerictypes.py:157(english_upper)
       14    0.000    0.000    0.000    0.000 numerictypes.py:184(english_capitalize)
       23    0.000    0.000    0.000    0.000 numerictypes.py:219(_evalname)
       26    0.000    0.000    0.001    0.000 numerictypes.py:232(bitname)
        1    0.000    0.000    0.000    0.000 numerictypes.py:288(_add_types)
        1    0.000    0.000    0.001    0.001 numerictypes.py:304(_add_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:345(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:386(_set_up_aliases)
        1    0.000    0.000    0.000    0.000 numerictypes.py:435(_construct_char_code_lookup)
       30    0.000    0.000    0.000    0.000 numerictypes.py:450(_add_array_type)
        1    0.000    0.000    0.000    0.000 numerictypes.py:458(_set_array_types)
        1    0.000    0.000    0.000    0.000 numerictypes.py:772(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:787(_construct_lookups)
        1    0.001    0.001    0.003    0.003 numerictypes.py:82(<module>)
        1    0.000    0.000    0.000    0.000 numpytest.py:1(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1086(AnchoredText)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1119(OffsetImage)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1221(AnnotationBbox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:140(OffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1433(DraggableBase)
        1    0.000    0.000    0.001    0.001 offsetbox.py:15(<module>)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1543(DraggableOffsetBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:1571(DraggableAnnotation)
        1    0.000    0.000    0.000    0.000 offsetbox.py:270(PackerBase)
        1    0.000    0.000    0.000    0.000 offsetbox.py:300(VPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:364(HPacker)
        1    0.000    0.000    0.000    0.000 offsetbox.py:429(PaddedBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:510(DrawingArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:606(TextArea)
        1    0.000    0.000    0.000    0.000 offsetbox.py:760(AuxTransformBox)
        1    0.000    0.000    0.000    0.000 offsetbox.py:864(AnchoredOffsetbox)
      101    0.000    0.000    0.000    0.000 opcode.py:41(def_op)
       11    0.000    0.000    0.000    0.000 opcode.py:45(name_op)
        6    0.000    0.000    0.000    0.000 opcode.py:49(jrel_op)
        1    0.000    0.000    0.002    0.002 opcode.py:5(<module>)
        6    0.000    0.000    0.000    0.000 opcode.py:53(jabs_op)
        1    0.000    0.000    0.001    0.001 os.py:40(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:44(<listcomp>)
       36    0.000    0.000    0.001    0.000 os.py:626(__getitem__)
       36    0.000    0.000    0.000    0.000 os.py:702(encode)
       23    0.000    0.000    0.000    0.000 os.py:706(decode)
        1    0.000    0.000    0.000    0.000 parse.py:115(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:123(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:131(_NetlocResultMixinBase)
        1    0.000    0.000    0.000    0.000 parse.py:163(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:193(_NetlocResultMixinBytes)
        1    0.000    0.000    0.000    0.000 parse.py:235(DefragResult)
        1    0.000    0.000    0.000    0.000 parse.py:243(SplitResult)
        1    0.000    0.000    0.000    0.000 parse.py:248(ParseResult)
        1    0.000    0.000    0.000    0.000 parse.py:254(DefragResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:262(SplitResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:267(ParseResultBytes)
        1    0.000    0.000    0.000    0.000 parse.py:273(_fix_result_transcoding)
        1    0.000    0.000    0.008    0.008 parse.py:28(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:630(Quoter)
        1    0.000    0.000    0.000    0.000 parser.py:125(BytesHeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:148(_resultbase)
        1    0.000    0.000    0.000    0.000 parser.py:166(parserinfo)
        1    0.000    0.000    0.000    0.000 parser.py:17(Parser)
        1    0.000    0.000    0.000    0.000 parser.py:201(__init__)
        7    0.000    0.000    0.000    0.000 parser.py:216(_convert)
        1    0.000    0.000    0.000    0.000 parser.py:291(parser)
        1    0.000    0.000    0.000    0.000 parser.py:293(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:338(_result)
        1    0.000    0.000    0.000    0.000 parser.py:40(_timelex)
        1    0.000    0.000    0.067    0.067 parser.py:5(<module>)
        1    0.000    0.000    0.006    0.006 parser.py:7(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:701(_tzparser)
        1    0.000    0.000    0.000    0.000 parser.py:703(_result)
        1    0.000    0.000    0.000    0.000 parser.py:708(_attr)
        1    0.000    0.000    0.000    0.000 parser.py:72(HeaderParser)
        1    0.000    0.000    0.000    0.000 parser.py:80(BytesParser)
        1    0.000    0.000    0.000    0.000 patches.py:1068(YAArrow)
        1    0.000    0.000    0.000    0.000 patches.py:1172(CirclePolygon)
        1    0.000    0.000    0.000    0.000 patches.py:1200(Ellipse)
        1    0.000    0.000    0.000    0.000 patches.py:1267(Circle)
        1    0.000    0.000    0.000    0.000 patches.py:1306(Arc)
        6    0.000    0.000    0.002    0.000 patches.py:1574(_pprint_table)
        6    0.000    0.000    0.000    0.000 patches.py:1583(<listcomp>)
