         3368320 function calls (3357377 primitive calls) in 86.553 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _datasource.py:49(_FileOpeners)
        1    0.000    0.000    0.000    0.000 _datasource.py:499(Repository)
        1    0.000    0.000    0.000    0.000 _datasource.py:72(__init__)
        1    0.000    0.000    0.001    0.001 _encoded_words.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:73(_QByteMap)
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 _endian.py:46(BigEndianStructure)
        1    0.000    0.000    0.000    0.000 _import_tools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _import_tools.py:336(PackageLoaderDebug)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
       40    0.000    0.000    0.001    0.000 _inspect.py:120(getargspec)
       40    0.000    0.000    0.000    0.000 _inspect.py:15(ismethod)
       74    0.000    0.000    0.000    0.000 _inspect.py:152(strseq)
       31    0.001    0.000    0.001    0.000 _inspect.py:159(formatargspec)
        3    0.000    0.000    0.000    0.000 _inspect.py:161(<lambda>)
        1    0.000    0.000    0.000    0.000 _inspect.py:162(<lambda>)
       43    0.000    0.000    0.000    0.000 _inspect.py:163(<lambda>)
       40    0.000    0.000    0.000    0.000 _inspect.py:26(isfunction)
       31    0.000    0.000    0.000    0.000 _inspect.py:39(iscode)
       31    0.000    0.000    0.000    0.000 _inspect.py:61(getargs)
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _internal.py:196(_getintp_ctype)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_missing_ctypes)
        1    0.000    0.000    0.000    0.000 _internal.py:224(_ctypes)
        1    0.000    0.000    0.008    0.008 _internal.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:155(LineSplitter)
        1    0.000    0.000    0.000    0.000 _iotools.py:246(NameValidator)
        1    0.000    0.000    0.001    0.001 _iotools.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:438(ConverterError)
        1    0.000    0.000    0.000    0.000 _iotools.py:445(ConverterLockError)
        1    0.000    0.000    0.000    0.000 _iotools.py:452(ConversionWarning)
        1    0.000    0.000    0.000    0.000 _iotools.py:466(StringConverter)
     1341    0.001    0.000    0.001    0.000 _mathtext_data.py:1767(<genexpr>)
        1    0.001    0.001    0.002    0.002 _mathtext_data.py:3(<module>)
      506    0.002    0.000    0.012    0.000 _methods.py:15(_amax)
      454    0.002    0.000    0.012    0.000 _methods.py:19(_amin)
      134    0.001    0.000    0.004    0.000 _methods.py:31(_any)
     5228    0.026    0.000    0.166    0.000 _methods.py:35(_all)
       32    0.001    0.000    0.001    0.000 _methods.py:39(_count_reduce_items)
       32    0.001    0.000    0.003    0.000 _methods.py:49(_mean)
        1    0.000    0.000    0.000    0.000 _methods.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:495(AddressList)
        1    0.000    0.000    0.003    0.003 _parseaddr.py:7(<module>)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        1    0.000    0.000    0.000    0.000 _policybase.py:261(Compat32)
        1    0.000    0.000    0.007    0.007 _policybase.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       22    0.000    0.000    0.000    0.000 _pylab_helpers.py:113(get_active)
        7    0.000    0.000    0.000    0.000 _pylab_helpers.py:122(set_active)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:14(Gcf)
        1    0.000    0.000    0.000    0.000 _pylab_helpers.py:3(<module>)
        7    0.000    0.000    0.000    0.000 _pylab_helpers.py:35(get_fig_manager)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
     2682    0.007    0.000    0.007    0.000 _weakrefset.py:16(__init__)
     2682    0.010    0.000    0.012    0.000 _weakrefset.py:20(__enter__)
     2682    0.012    0.000    0.016    0.000 _weakrefset.py:26(__exit__)
       91    0.001    0.000    0.001    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _weakrefset.py:38(_remove)
       54    0.000    0.000    0.000    0.000 _weakrefset.py:52(_commit_removals)
       74    0.001    0.000    0.001    0.000 _weakrefset.py:58(__iter__)
     3833    0.010    0.000    0.010    0.000 _weakrefset.py:70(__contains__)
       63    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       18    0.001    0.000    0.004    0.000 abc.py:132(__new__)
       18    0.000    0.000    0.001    0.000 abc.py:135(<setcomp>)
        6    0.000    0.000    0.002    0.000 abc.py:151(register)
     3070    0.012    0.000    0.024    0.000 abc.py:178(__instancecheck__)
    56/14    0.002    0.000    0.004    0.000 abc.py:194(__subclasscheck__)
       51    0.000    0.000    0.000    0.000 abc.py:9(abstractmethod)
        1    0.001    0.001    0.170    0.170 add_newdocs.py:10(<module>)
        1    0.000    0.000    0.000    0.000 afm.py:335(AFM)
        1    0.000    0.000    0.006    0.006 afm.py:34(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:1010(_HelpAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1029(_VersionAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1055(_SubParsersAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1057(_ChoicesPseudoAction)
        1    0.000    0.000    0.000    0.000 argparse.py:1144(FileType)
        1    0.000    0.000    0.000    0.000 argparse.py:118(_AttributeHolder)
        1    0.000    0.000    0.000    0.000 argparse.py:1198(Namespace)
        1    0.000    0.000    0.000    0.000 argparse.py:1219(_ActionsContainer)
        1    0.000    0.000    0.000    0.000 argparse.py:1526(_ArgumentGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:153(HelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:1560(_MutuallyExclusiveGroup)
        1    0.000    0.000    0.000    0.000 argparse.py:1580(ArgumentParser)
        1    0.000    0.000    0.000    0.000 argparse.py:203(_Section)
        1    0.000    0.000    0.002    0.002 argparse.py:62(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:642(RawDescriptionHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:653(RawTextHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:664(ArgumentDefaultsHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:681(MetavarTypeHelpFormatter)
        1    0.000    0.000    0.000    0.000 argparse.py:714(ArgumentError)
        1    0.000    0.000    0.000    0.000 argparse.py:734(ArgumentTypeError)
        1    0.000    0.000    0.000    0.000 argparse.py:743(Action)
        1    0.000    0.000    0.000    0.000 argparse.py:834(_StoreAction)
        1    0.000    0.000    0.000    0.000 argparse.py:869(_StoreConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:892(_StoreTrueAction)
        1    0.000    0.000    0.000    0.000 argparse.py:909(_StoreFalseAction)
        1    0.000    0.000    0.000    0.000 argparse.py:926(_AppendAction)
        1    0.000    0.000    0.000    0.000 argparse.py:963(_AppendConstAction)
        1    0.000    0.000    0.000    0.000 argparse.py:989(_CountAction)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
        1    0.000    0.000    0.004    0.004 arrayprint.py:5(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:532(FloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:638(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:658(LongFloatFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:688(LongComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:699(ComplexFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:715(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:743(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arraysetops.py:26(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:21(Arrayterator)
        1    0.000    0.000    0.000    0.000 arrayterator.py:9(<module>)
       11    0.003    0.000    0.162    0.015 artist.py:1019(pprint_setters)
       11    0.000    0.000    0.185    0.017 artist.py:1305(kwdoc)
     1631    0.004    0.000    0.007    0.000 artist.py:152(convert_xunits)
     1633    0.003    0.000    0.005    0.000 artist.py:162(convert_yunits)
       46    0.000    0.000    0.000    0.000 artist.py:171(set_axes)
        1    0.000    0.000    0.087    0.087 artist.py:2(<module>)
     5774    0.015    0.000    0.018    0.000 artist.py:224(pchanged)
       36    0.000    0.000    0.000    0.000 artist.py:232(is_transform_set)
     1552    0.005    0.000    0.010    0.000 artist.py:239(set_transform)
      950    0.003    0.000    0.005    0.000 artist.py:250(get_transform)
       27    0.000    0.000    0.000    0.000 artist.py:30(allow_rasterization)
      826    0.003    0.000    0.004    0.000 artist.py:38(before)
      571    0.001    0.000    0.001    0.000 artist.py:416(get_gid)
      433    0.002    0.000    0.004    0.000 artist.py:430(get_snap)
      826    0.004    0.000    0.006    0.000 artist.py:45(after)
      433    0.000    0.000    0.000    0.000 artist.py:463(get_sketch_params)
      618    0.001    0.000    0.001    0.000 artist.py:517(get_path_effects)
     2017    0.004    0.000    0.010    0.000 artist.py:527(set_figure)
       24    0.000    0.000    0.000    0.000 artist.py:537(set_clip_box)
    826/5    0.009    0.000    1.476    0.295 artist.py:54(draw_wrapper)
      156    0.005    0.000    0.164    0.001 artist.py:546(set_clip_path)
      138    0.000    0.000    0.000    0.000 artist.py:600(get_alpha)
     1030    0.001    0.000    0.001    0.000 artist.py:607(get_visible)
      116    0.000    0.000    0.000    0.000 artist.py:611(get_animated)
        8    0.000    0.000    0.000    0.000 artist.py:623(get_clip_path)
        4    0.000    0.000    0.000    0.000 artist.py:637(set_clip_on)
      815    0.004    0.000    0.005    0.000 artist.py:646(_set_gc_clip)
     1652    0.001    0.000    0.001    0.000 artist.py:656(get_rasterized)
        1    0.000    0.000    0.000    0.000 artist.py:67(Artist)
     1652    0.002    0.000    0.002    0.000 artist.py:673(get_agg_filter)
      279    0.001    0.000    0.002    0.000 artist.py:689(set_alpha)
     1585    0.015    0.000    0.038    0.000 artist.py:728(update)
        6    0.000    0.000    0.000    0.000 artist.py:747(get_label)
       12    0.000    0.000    0.000    0.000 artist.py:753(set_label)
     1786    0.037    0.000    0.045    0.000 artist.py:76(__init__)
       10    0.000    0.000    0.000    0.000 artist.py:765(get_zorder)
      602    0.002    0.000    0.004    0.000 artist.py:771(set_zorder)
      275    0.004    0.000    0.006    0.000 artist.py:781(update_from)
        1    0.000    0.000    0.002    0.002 artist.py:860(ArtistInspector)
       11    0.000    0.000    0.022    0.002 artist.py:866(__init__)
       11    0.002    0.000    0.022    0.002 artist.py:884(get_aliases)
       11    0.005    0.000    0.014    0.001 artist.py:896(<listcomp>)
      407    0.004    0.000    0.013    0.000 artist.py:912(get_valid_values)
       11    0.012    0.001    0.145    0.013 artist.py:940(_get_setters_and_targets)
     1453    0.002    0.000    0.004    0.000 artist.py:974(is_alias)
      407    0.001    0.000    0.001    0.000 artist.py:984(aliased_name)
       42    0.000    0.000    0.000    0.000 artist.py:995(<listcomp>)
        1    0.000    0.000    0.000    0.000 ast.py:221(NodeVisitor)
        1    0.000    0.000    0.000    0.000 ast.py:258(NodeTransformer)
        1    0.000    0.000    0.001    0.001 ast.py:26(<module>)
       10    0.000    0.000    0.000    0.000 axes.py:1018(get_aspect)
        6    0.000    0.000    0.000    0.000 axes.py:1021(set_aspect)
        6    0.000    0.000    0.000    0.000 axes.py:1099(set_anchor)
       10    0.000    0.000    0.003    0.000 axes.py:1152(apply_aspect)
        1    0.000    0.000    0.000    0.000 axes.py:143(_process_plot_var_args)
        6    0.000    0.000    0.019    0.003 axes.py:1488(add_line)
        6    0.000    0.000    0.012    0.002 axes.py:1506(_update_line_limits)
       16    0.000    0.000    0.000    0.000 axes.py:155(__init__)
        2    0.000    0.000    0.007    0.004 axes.py:1551(add_patch)
        2    0.000    0.000    0.006    0.003 axes.py:1569(_update_patch_limits)
        2    0.000    0.000    0.001    0.000 axes.py:1640(update_datalim)
       12    0.000    0.000    0.001    0.000 axes.py:1677(_process_unit_info)
       16    0.000    0.000    0.000    0.000 axes.py:168(set_color_cycle)
       93    0.001    0.000    0.169    0.002 axes.py:1720(in_axes)
        4    0.000    0.000    0.000    0.000 axes.py:173(__call__)
        8    0.001    0.000    0.010    0.001 axes.py:1908(autoscale_view)
        6    0.000    0.000    0.000    0.000 axes.py:1930(<listcomp>)
        4    0.000    0.000    0.000    0.000 axes.py:195(set_lineprops)
        4    0.000    0.000    0.000    0.000 axes.py:1951(<listcomp>)
       10    0.002    0.000    1.462    0.146 axes.py:1970(draw)
        1    0.000    0.000    0.130    0.130 axes.py:2(<module>)
       10    0.000    0.000    0.000    0.000 axes.py:2021(<listcomp>)
       10    0.000    0.000    0.000    0.000 axes.py:2027(<listcomp>)
        4    0.000    0.000    0.001    0.000 axes.py:213(_xy_from_xy)
       12    0.000    0.000    0.001    0.000 axes.py:2145(grid)
        6    0.000    0.000    0.000    0.000 axes.py:2418(xaxis_inverted)
        8    0.000    0.000    0.000    0.000 axes.py:2423(get_xbound)
        6    0.000    0.000    0.004    0.001 axes.py:2436(set_xbound)
       22    0.000    0.000    0.001    0.000 axes.py:2463(get_xlim)
        8    0.000    0.000    0.007    0.001 axes.py:2469(set_xlim)
        4    0.000    0.000    0.005    0.001 axes.py:249(_makeline)
       10    0.000    0.000    0.000    0.000 axes.py:2559(get_xscale)
        2    0.000    0.000    0.000    0.000 axes.py:2586(set_xticks)
        4    0.000    0.000    0.000    0.000 axes.py:2644(yaxis_inverted)
        4    0.000    0.000    0.000    0.000 axes.py:2649(get_ybound)
